,period_open,period_close,shorts_count,long_value,short_value,long_exposure,pnl,capital_used,short_exposure,orders,transactions,returns,positions,gross_leverage,starting_exposure,net_leverage,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,ASSETME,CORR,algo_volatility,benchmark_period_return,benchmark_volatility,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label
2012-01-03 21:00:00+00:00,2012-01-03 14:31:00+00:00,2012-01-03 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,28.080000000000002,0.05015981402620617,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,1,2012-01
2012-01-04 21:00:00+00:00,2012-01-04 14:31:00+00:00,2012-01-04 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,27.71,0.9416589656638161,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2,2012-01
2012-01-05 21:00:00+00:00,2012-01-05 14:31:00+00:00,2012-01-05 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,27.12,0.9788318158008932,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,3,2012-01
2012-01-06 21:00:00+00:00,2012-01-06 14:31:00+00:00,2012-01-06 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,26.91,0.9213698338044831,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,4,2012-01
2012-01-09 21:00:00+00:00,2012-01-09 14:31:00+00:00,2012-01-09 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,27.25,-0.12062295181097055,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5,2012-01
2012-01-10 21:00:00+00:00,2012-01-10 14:31:00+00:00,2012-01-10 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,27.62,0.40132997288147054,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,6,2012-01
2012-01-11 21:00:00+00:00,2012-01-11 14:31:00+00:00,2012-01-11 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'id': '77a89e7b3bb041c5ba961bcf22af658c', 'dt': Timestamp('2012-01-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-11 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,0,28.23,0.9932713693818254,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7,2012-01
2012-01-12 21:00:00+00:00,2012-01-12 14:31:00+00:00,2012-01-12 21:00:00+00:00,0,282.5,0.0,282.5,-0.15125000000000455,-282.65125,0.0,"[{'id': '77a89e7b3bb041c5ba961bcf22af658c', 'dt': Timestamp('2012-01-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-11 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c25816e1ba90486bbccc152d2efc0b71', 'dt': Timestamp('2012-01-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-12 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 10, 'dt': Timestamp('2012-01-12 21:00:00+0000', tz='UTC'), 'price': 28.264125, 'order_id': '77a89e7b3bb041c5ba961bcf22af658c', 'sid': Equity(2862 [TSLA]), 'commission': None}]",-0.00015125000000004718,"[{'sid': Equity(2862 [TSLA]), 'amount': 10, 'cost_basis': 28.265125, 'last_sale_price': 28.25}]",0.2825427345886065,0.0,0.2825427345886065,282.5,0.0,282.5,1000.0,717.34875,999.84875,1,28.25,0.8044005581879861,0.0008488885196246028,0.0,0.0,-0.00015125000000004718,,,-5.612486080160912,-5.612486080160912,-0.00015125000000011822,0.2825427345886065,0.0,0.0,8,2012-01
2012-01-13 21:00:00+00:00,2012-01-13 14:31:00+00:00,2012-01-13 21:00:00+00:00,0,455.79999999999995,0.0,455.79999999999995,-54.72395000000006,-228.02395,0.0,"[{'id': 'c25816e1ba90486bbccc152d2efc0b71', 'dt': Timestamp('2012-01-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-12 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 10, 'dt': Timestamp('2012-01-13 21:00:00+0000', tz='UTC'), 'price': 22.801395, 'order_id': 'c25816e1ba90486bbccc152d2efc0b71', 'sid': Equity(2862 [TSLA]), 'commission': None}]",-0.05473222824952284,"[{'sid': Equity(2862 [TSLA]), 'amount': 20, 'cost_basis': 25.53376, 'last_sale_price': 22.79}]",0.48226435281351204,282.5,0.48226435281351204,455.79999999999995,282.5,455.79999999999995,717.34875,489.3248,945.1247999999999,1,22.79,-0.5212796398182358,0.2895167757721667,0.0,0.0,-0.054875200000000124,,,-5.307939019727017,-5.306105186220461,-0.05487520000000018,0.48226435281351204,0.0,0.0,9,2012-01
2012-01-17 21:00:00+00:00,2012-01-17 14:31:00+00:00,2012-01-17 21:00:00+00:00,0,532.0,0.0,532.0,76.20000000000005,0.0,0.0,[],[],0.08062427311186848,"[{'sid': Equity(2862 [TSLA]), 'amount': 20, 'cost_basis': 25.53376, 'last_sale_price': 26.6}]",0.5208920805604642,455.79999999999995,0.5208920805604642,532.0,455.79999999999995,532.0,489.3248,489.3248,1021.3248,1,26.6,-0.22576525366501887,0.513838806396173,0.0,0.0,0.02132479999999992,,,1.2623959546390935,2.3608991523548823,-0.05487520000000018,0.5208920805604642,0.0,0.0,10,2012-01
2012-01-18 21:00:00+00:00,2012-01-18 14:31:00+00:00,2012-01-18 21:00:00+00:00,0,536.2,0.0,536.2,4.200000000000159,0.0,0.0,[],[],0.004112305899161672,"[{'sid': Equity(2862 [TSLA]), 'amount': 20, 'cost_basis': 25.53376, 'last_sale_price': 26.810000000000002}]",0.5228542498435923,532.0,0.5228542498435923,536.2,532.0,536.2,489.3248,489.3248,1025.5248000000001,1,26.810000000000002,-0.7005921551626835,0.48752588976436795,0.0,0.0,0.025524800000000125,,,1.4028124733932974,2.6106496117640505,-0.05487520000000018,0.5228542498435923,0.0,0.0,11,2012-01
2012-01-19 21:00:00+00:00,2012-01-19 14:31:00+00:00,2012-01-19 21:00:00+00:00,0,535.2,0.0,535.2,-1.0,0.0,0.0,"[{'id': '1c9878f1bcf347e5b547131d44e1b279', 'dt': Timestamp('2012-01-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-19 21:00:00+0000', tz='UTC'), 'amount': -20, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],-0.0009751104995219251,"[{'sid': Equity(2862 [TSLA]), 'amount': 20, 'cost_basis': 25.53376, 'last_sale_price': 26.76}]",0.5223885258804862,536.2,0.5223885258804862,535.2,536.2,535.2,489.3248,489.3248,1024.5248000000001,1,26.76,0.9620599315356461,0.46514500138585213,0.0,0.0,0.024524800000000013,,,1.303760749217712,2.4174801229330516,-0.05487520000000018,0.5228542498435923,0.0,0.0,12,2012-01
2012-01-20 21:00:00+00:00,2012-01-20 14:31:00+00:00,2012-01-20 21:00:00+00:00,0,0.0,0.0,0.0,-3.4860000000001037,531.714,0.0,"[{'id': '1c9878f1bcf347e5b547131d44e1b279', 'dt': Timestamp('2012-01-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-19 21:00:00+0000', tz='UTC'), 'amount': -20, 'filled': -20, 'commission': 0.02, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -20, 'dt': Timestamp('2012-01-20 21:00:00+0000', tz='UTC'), 'price': 26.5867, 'order_id': '1c9878f1bcf347e5b547131d44e1b279', 'sid': Equity(2862 [TSLA]), 'commission': None}]",-0.00340255306655346,[],0.0,535.2,0.0,0.0,535.2,0.0,489.3248,1021.0388,1021.0388,0,26.6,-0.5,0.4460762474159544,0.0,0.0,0.021038799999999913,,,1.107056371302117,2.0450277439625277,-0.05487520000000018,0.5228542498435923,0.0,0.0,13,2012-01
2012-01-23 21:00:00+00:00,2012-01-23 14:31:00+00:00,2012-01-23 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1021.0388,1021.0388,1021.0388,0,26.77,-0.33924595910119804,0.42865683195676496,0.0,0.0,0.021038799999999913,,,1.0697551872077122,1.9706380430947819,-0.05487520000000018,0.5228542498435923,0.0,0.0,14,2012-01
2012-01-24 21:00:00+00:00,2012-01-24 14:31:00+00:00,2012-01-24 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1021.0388,1021.0388,1021.0388,0,27.42,0.3693858532792921,0.413131389690123,0.0,0.0,0.021038799999999913,,,1.035959395881963,1.9038172208573323,-0.05487520000000018,0.5228542498435923,0.0,0.0,15,2012-01
2012-01-25 21:00:00+00:00,2012-01-25 14:31:00+00:00,2012-01-25 21:00:00+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'id': '904e931914cf49be9d0b2d7fc202e024', 'dt': Timestamp('2012-01-25 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-25 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1021.0388,1021.0388,1021.0388,0,27.97,0.9308788266290088,0.39917974897343383,0.0,0.0,0.021038799999999913,,,1.0051565412822467,1.8433630976508337,-0.05487520000000018,0.5228542498435923,0.0,0.0,16,2012-01
2012-01-26 21:00:00+00:00,2012-01-26 14:31:00+00:00,2012-01-26 21:00:00+00:00,0,289.40000000000003,0.0,289.40000000000003,-0.15470000000004802,-289.5547,0.0,"[{'id': '904e931914cf49be9d0b2d7fc202e024', 'dt': Timestamp('2012-01-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-25 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '08466e64ec16440bb9c538341f482efc', 'dt': Timestamp('2012-01-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-26 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 10, 'dt': Timestamp('2012-01-26 21:00:00+0000', tz='UTC'), 'price': 28.95447, 'order_id': '904e931914cf49be9d0b2d7fc202e024', 'sid': Equity(2862 [TSLA]), 'commission': None}]",-0.0001515123617240599,"[{'sid': Equity(2862 [TSLA]), 'amount': 10, 'cost_basis': 28.955470000000002, 'last_sale_price': 28.94}]",0.28347977992800555,0.0,0.28347977992800555,289.40000000000003,0.0,289.40000000000003,1021.0388,731.4841,1020.8841,1,28.94,0.9788009722502289,0.3865624331008683,0.0,0.0,0.02088409999999996,,,0.9710978420291388,1.777682235675397,-0.05487520000000018,0.5228542498435923,0.0,0.0,17,2012-01
2012-01-27 21:00:00+00:00,2012-01-27 14:31:00+00:00,2012-01-27 21:00:00+00:00,0,586.6,0.0,586.6,3.743349999999964,-293.45664999999997,0.0,"[{'id': '08466e64ec16440bb9c538341f482efc', 'dt': Timestamp('2012-01-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-26 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7c5a9b1235c747c2923be9ce1a9546f6', 'dt': Timestamp('2012-01-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-27 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 10, 'dt': Timestamp('2012-01-27 21:00:00+0000', tz='UTC'), 'price': 29.344665000000003, 'order_id': '08466e64ec16440bb9c538341f482efc', 'sid': Equity(2862 [TSLA]), 'commission': None}]",0.0036667727511869863,"[{'sid': Equity(2862 [TSLA]), 'amount': 20, 'cost_basis': 29.1505675, 'last_sale_price': 29.330000000000002}]",0.572500766010124,289.40000000000003,0.572500766010124,586.6,289.40000000000003,586.6,731.4841,438.02745,1024.62745,1,29.330000000000002,0.9212094753843236,0.37510910805623415,0.0,0.0,0.024627450000000106,,,1.0820045620637975,1.977743612445766,-0.05487520000000018,0.572500766010124,0.0,0.0,18,2012-01
2012-01-30 21:00:00+00:00,2012-01-30 14:31:00+00:00,2012-01-30 21:00:00+00:00,0,887.1,0.0,887.1,4.642150000000129,-295.85785,0.0,"[{'id': '7c5a9b1235c747c2923be9ce1a9546f6', 'dt': Timestamp('2012-01-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-27 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '033ff91a171d4ba4bdb2260066b93d4f', 'dt': Timestamp('2012-01-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-30 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 10, 'dt': Timestamp('2012-01-30 21:00:00+0000', tz='UTC'), 'price': 29.584785, 'order_id': '7c5a9b1235c747c2923be9ce1a9546f6', 'sid': Equity(2862 [TSLA]), 'commission': None}]",0.004530573526992709,"[{'sid': Equity(2862 [TSLA]), 'amount': 30, 'cost_basis': 29.29564, 'last_sale_price': 29.57}]",0.8618733128812898,586.6,0.8618733128812898,887.1,586.6,887.1,438.02745,142.1696,1029.2696,1,29.57,0.9945122036104392,0.36469560114709526,0.0,0.0,0.029269600000000118,,,1.21909315656901,2.225826227456992,-0.05487520000000018,0.8618733128812898,0.0,0.0,19,2012-01
2012-01-31 21:00:00+00:00,2012-01-31 14:31:00+00:00,2012-01-31 21:00:00+00:00,0,1162.8,0.0,1162.8,-15.155350000000112,-290.85534999999993,0.0,"[{'id': '033ff91a171d4ba4bdb2260066b93d4f', 'dt': Timestamp('2012-01-31 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-01-30 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 10, 'dt': Timestamp('2012-01-31 21:00:00+0000', tz='UTC'), 'price': 29.084535, 'order_id': '033ff91a171d4ba4bdb2260066b93d4f', 'sid': Equity(2862 [TSLA]), 'commission': None}]",-0.014724373478047115,"[{'sid': Equity(2862 [TSLA]), 'amount': 40, 'cost_basis': 29.24311375, 'last_sale_price': 29.07}]",1.1466163699011231,887.1,1.1466163699011231,1162.8,887.1,1162.8,142.1696,-148.68574999999998,1014.11425,1,29.07,-0.3986831626616054,0.3597615356142923,0.0,0.0,0.014114249999999995,,,0.658327494021793,1.1749157412835962,-0.05487520000000018,1.1466163699011231,0.0,0.0,20,2012-01
2012-02-01 21:00:00+00:00,2012-02-01 14:31:00+00:00,2012-02-01 21:00:00+00:00,0,1183.2,0.0,1183.2,20.400000000000205,0.0,0.0,"[{'id': 'bf082b05e7d345b5badd13c7b585773c', 'dt': Timestamp('2012-02-01 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-02-01 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.020116076664932203,"[{'sid': Equity(2862 [TSLA]), 'amount': 40, 'cost_basis': 29.24311375, 'last_sale_price': 29.580000000000002}]",1.1437251830992177,1162.8,1.1437251830992177,1183.2,1162.8,1183.2,-148.68574999999998,-148.68574999999998,1034.5142500000002,1,29.580000000000002,-0.8630388451516107,0.3568888885452035,0.0,0.0,0.03451425000000019,,,1.3084063599983073,2.3736699064093743,-0.05487520000000018,1.1466163699011231,0.0,0.0,21,2012-02
2012-02-02 21:00:00+00:00,2012-02-02 14:31:00+00:00,2012-02-02 21:00:00+00:00,0,1512.5,0.0,1512.5,26.638749999999845,-302.6612500000001,0.0,"[{'id': 'bf082b05e7d345b5badd13c7b585773c', 'dt': Timestamp('2012-02-02 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-02-01 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 10, 'dt': Timestamp('2012-02-02 21:00:00+0000', tz='UTC'), 'price': 30.265125, 'order_id': 'bf082b05e7d345b5badd13c7b585773c', 'sid': Equity(2862 [TSLA]), 'commission': None}]",0.025750007793512664,"[{'sid': Equity(2862 [TSLA]), 'amount': 50, 'cost_basis': 29.447715999999996, 'last_sale_price': 30.25}]",1.4253364029503757,1183.2,1.4253364029503757,1512.5,1183.2,1512.5,-148.68574999999998,-451.347,1061.153,1,30.25,0.09512871698659442,0.3575552675260249,0.0,0.0,0.06115300000000001,,,2.0715260964478146,3.853718011826742,-0.05487520000000018,1.4253364029503757,0.0,0.0,22,2012-02
2012-02-03 21:00:00+00:00,2012-02-03 14:31:00+00:00,2012-02-03 21:00:00+00:00,0,1557.5,0.0,1557.5,45.0,0.0,0.0,"[{'id': 'b11540b682b74f77beb6beb08a2449de', 'dt': Timestamp('2012-02-03 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-02-03 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.0424067028976971,"[{'sid': Equity(2862 [TSLA]), 'amount': 50, 'cost_basis': 29.447715999999996, 'last_sale_price': 31.150000000000002}]",1.4080330659501894,1512.5,1.4080330659501894,1557.5,1512.5,1557.5,-451.347,-451.347,1106.153,1,31.150000000000002,0.9999804456593199,0.3729629624668862,0.0,0.0,0.10615299999999994,,,3.1453829180122543,6.240769621913133,-0.05487520000000018,1.4253364029503757,0.0,0.0,23,2012-02
2012-02-06 21:00:00+00:00,2012-02-06 14:31:00+00:00,2012-02-06 21:00:00+00:00,0,1908.0,0.0,1908.0,32.330999999999904,-318.16899999999987,0.0,"[{'id': 'b11540b682b74f77beb6beb08a2449de', 'dt': Timestamp('2012-02-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-02-03 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e1b2fb62233d4ff38ae7b7dd285efa63', 'dt': Timestamp('2012-02-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-02-06 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 10, 'dt': Timestamp('2012-02-06 21:00:00+0000', tz='UTC'), 'price': 31.8159, 'order_id': 'b11540b682b74f77beb6beb08a2449de', 'sid': Equity(2862 [TSLA]), 'commission': None}]",0.029228325557133505,"[{'sid': Equity(2862 [TSLA]), 'amount': 60, 'cost_basis': 29.842579999999995, 'last_sale_price': 31.8}]",1.6759128806377606,1557.5,1.6759128806377606,1908.0,1557.5,1908.0,-451.347,-769.516,1138.484,1,31.8,0.9843354092225867,0.3733547749790714,0.0,0.0,0.13848399999999983,,,3.8331613967571183,7.777131456444868,-0.05487520000000018,1.6759128806377606,0.0,0.0,24,2012-02
2012-02-07 21:00:00+00:00,2012-02-07 14:31:00+00:00,2012-02-07 21:00:00+00:00,0,2212.0,0.0,2212.0,-12.167999999999893,-316.16800000000035,0.0,"[{'id': 'e1b2fb62233d4ff38ae7b7dd285efa63', 'dt': Timestamp('2012-02-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2012-02-06 21:00:00+0000', tz='UTC'), 'amount': 10, 'filled': 10, 'commission': 0.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 10, 'dt': Timestamp('2012-02-07 21:00:00+0000', tz='UTC'), 'price': 31.6158, 'order_id': 'e1b2fb62233d4ff38ae7b7dd285efa63', 'sid': Equity(2862 [TSLA]), 'commission': None}]",-0.010687897238784161,"[{'sid': Equity(2862 [TSLA]), 'amount': 70, 'cost_basis': 30.09604, 'last_sale_price': 31.6}]",1.9639248665560995,1908.0,1.9639248665560995,2212.0,1908.0,2212.0,-769.516,-1085.684,1126.316,1,31.6,0.7412725256172008,0.3691692354725889,0.0,0.0,0.12631599999999987,,,3.4297276709071727,6.901313569928633,-0.05487520000000018,1.9639248665560995,0.0,0.0,25,2012-02
2012-02-08 21:00:00+00:00,2012-02-08 14:31:00+00:00,2012-02-08 21:00:00+00:00,0,2235.1,0.0,2235.1,23.09999999999991,0.0,0.0,[],[],0.02050934196087062,"[{'sid': Equity(2862 [TSLA]), 'amount': 70, 'cost_basis': 30.09604, 'last_sale_price': 31.93}]",1.944552711985913,2212.0,1.944552711985913,2235.1,2212.0,2235.1,-1085.684,-1085.684,1149.416,1,31.93,-0.41409464317854205,0.3649089486999766,0.0,0.0,0.14941599999999977,,,3.8810632771461835,7.872243664208947,-0.05487520000000018,1.9639248665560995,0.0,0.0,26,2012-02
2012-02-09 21:00:00+00:00,2012-02-09 14:31:00+00:00,2012-02-09 21:00:00+00:00,0,2280.6,0.0,2280.6,45.5,0.0,0.0,[],[],0.03958531984938429,"[{'sid': Equity(2862 [TSLA]), 'amount': 70, 'cost_basis': 30.09604, 'last_sale_price': 32.58}]",1.9085860428682853,2235.1,1.9085860428682853,2280.6,2235.1,2280.6,-1085.684,-1085.684,1194.916,1,32.58,0.5547587181209407,0.37256463332929673,0.0,0.0,0.19491599999999965,,,4.652198337466781,9.817894173859512,-0.05487520000000018,1.9639248665560995,0.0,0.0,27,2012-02
2012-02-10 21:00:00+00:00,2012-02-10 14:31:00+00:00,2012-02-10 21:00:00+00:00,0,2177.0,0.0,2177.0,-103.59999999999991,0.0,0.0,[],[],-0.08670065510881098,"[{'sid': Equity(2862 [TSLA]), 'amount': 70, 'cost_basis': 30.09604, 'last_sale_price': 31.1}]",1.9948392582899912,2280.6,1.9948392582899912,2177.0,2280.6,2177.0,-1085.684,-1085.684,1091.316,1,31.1,-0.7033061217081673,0.46095130750892904,0.0,0.0,0.09131599999999973,,,1.9330394893623786,2.8505912612935926,-0.0867006551088109,1.9948392582899912,0.0,0.0,28,2012-02
2012-02-13 21:00:00+00:00,2012-02-13 14:31:00+00:00,2012-02-13 21:00:00+00:00,0,2204.3,0.0,2204.3,27.300000000000182,0.0,0.0,[],[],0.025015669155405096,"[{'sid': Equity(2862 [TSLA]), 'amount': 70, 'cost_basis': 30.09604, 'last_sale_price': 31.490000000000002}]",1.9705600492036586,2177.0,1.9705600492036586,2204.3,2177.0,2204.3,-1085.684,-1085.684,1118.6160000000002,1,31.490000000000002,-0.18583691460770999,0.4570524337189554,0.0,0.0,0.11861599999999983,,,2.3579115280754843,3.5087521110463045,-0.0867006551088109,1.9948392582899912,0.0,0.0,29,2012-02
2012-02-14 21:00:00+00:00,2012-02-14 14:31:00+00:00,2012-02-14 21:00:00+00:00,0,2321.9,0.0,2321.9,117.59999999999991,0.0,0.0,[],[],0.10512991053230047,"[{'sid': Equity(2862 [TSLA]), 'amount': 70, 'cost_basis': 30.09604, 'last_sale_price': 33.17}]",1.878231635895345,2204.3,1.878231635895345,2321.9,2204.3,2321.9,-1085.684,-1085.684,1236.2160000000001,1,33.17,-0.4302719843916861,0.5358482593296674,0.0,0.0,0.23621599999999954,,,3.5921689469828464,6.374107186385048,-0.0867006551088109,1.9948392582899912,0.0,0.0,30,2012-02
