,period_open,period_close,transactions,returns,positions,gross_leverage,starting_exposure,net_leverage,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,TSLA,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algo_volatility,benchmark_period_return,benchmark_volatility
2014-10-01 20:00:00+00:00,2014-10-01 13:31:00+00:00,2014-10-01 20:00:00+00:00,[],-0.0108466067757641,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 240.24}]",1.0796568476271582,24268.0,1.0796568476271582,24024.0,24268.0,24024.0,-1772.4854999999998,-1772.4854999999998,22251.5145,1,0,24024.0,0.0,24024.0,-244.0,0.0,0.0,[],240.24,21.251514499999974,,,1.5826314093133433,2.6599327920691556,-0.5871291528850296,4.499377609130635,0.0,0.0,691,2014-10,1.0675405086688734,0.0,0.0
2014-10-02 20:00:00+00:00,2014-10-02 13:31:00+00:00,2014-10-02 20:00:00+00:00,[],0.05024377104758426,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 251.42000000000002}]",1.0758460557663703,24024.0,1.0758460557663703,25142.0,24024.0,25142.0,-1772.4854999999998,-1772.4854999999998,23369.5145,1,0,25142.0,0.0,25142.0,1118.0,0.0,0.0,[],251.42000000000002,22.369514499999973,,,1.5981561525427745,2.686837032389236,-0.5871291528850296,4.499377609130635,0.0,0.0,692,2014-10,1.06709128153348,0.0,0.0
2014-10-03 20:00:00+00:00,2014-10-03 13:31:00+00:00,2014-10-03 20:00:00+00:00,[],0.016217709614806175,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 255.21}]",1.0746356366837175,25142.0,1.0746356366837175,25521.0,25142.0,25521.0,-1772.4854999999998,-1772.4854999999998,23748.5145,1,0,25521.0,0.0,25521.0,379.0,0.0,0.0,[],255.21,22.748514499999974,,,1.6025120099063066,2.694195807604725,-0.5871291528850296,4.499377609130635,0.0,0.0,693,2014-10,1.066335211008079,0.0,0.0
2014-10-06 20:00:00+00:00,2014-10-06 13:31:00+00:00,2014-10-06 20:00:00+00:00,[],0.02278037222075513,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 260.62}]",1.0729732782431693,25521.0,1.0729732782431693,26062.0,25521.0,26062.0,-1772.4854999999998,-1772.4854999999998,24289.5145,1,0,26062.0,0.0,26062.0,541.0,0.0,0.0,[],260.62,23.289514499999974,,,1.609055713054343,2.70530520470499,-0.5871291528850296,4.499377609130635,0.0,0.0,694,2014-10,1.0656091857695844,0.0,0.0
2014-10-07 20:00:00+00:00,2014-10-07 13:31:00+00:00,2014-10-07 20:00:00+00:00,[],-0.0043228529742741495,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 259.57}]",1.0732901005724138,26062.0,1.0732901005724138,25957.0,26062.0,25957.0,-1772.4854999999998,-1772.4854999999998,24184.5145,1,0,25957.0,0.0,25957.0,-105.0,0.0,0.0,[],259.57,23.184514499999974,,,1.606395594325889,2.7008605960959784,-0.5871291528850296,4.499377609130635,0.0,0.0,695,2014-10,1.0648622578759608,0.0,0.0
2014-10-08 20:00:00+00:00,2014-10-08 13:31:00+00:00,2014-10-08 20:00:00+00:00,[],-0.0011991144167891044,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 259.28000000000003}]",1.0733780892971665,25957.0,1.0733780892971665,25928.000000000004,25957.0,25928.000000000004,-1772.4854999999998,-1772.4854999999998,24155.514500000005,1,0,25928.000000000004,0.0,25928.000000000004,-28.999999999996362,0.0,0.0,[],259.28000000000003,23.155514499999978,,,1.6048184424961263,2.698231877681608,-0.5871291528850296,4.499377609130635,0.0,0.0,696,2014-10,1.064106747510641,0.0,0.0
2014-10-09 20:00:00+00:00,2014-10-09 13:31:00+00:00,2014-10-09 20:00:00+00:00,[],-0.009397440075226027,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 257.01}]",1.0740741971257763,25928.000000000004,1.0740741971257763,25701.0,25928.000000000004,25701.0,-1772.4854999999998,-1772.4854999999998,23928.5145,1,0,25701.0,0.0,25701.0,-227.00000000000364,0.0,0.0,[],257.01,22.928514499999974,,,1.6004062711083231,2.69081591904771,-0.5871291528850296,4.499377609130635,0.0,0.0,697,2014-10,1.0633865007371879,0.0,0.0
2014-10-10 20:00:00+00:00,2014-10-10 13:31:00+00:00,2014-10-10 20:00:00+00:00,[],-0.08400019984525153,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 236.91}]",1.0808670450727853,25701.0,1.0808670450727853,23691.0,25701.0,23691.0,-1772.4854999999998,-1772.4854999999998,21918.5145,1,0,23691.0,0.0,23691.0,-2010.0,0.0,0.0,[],236.91,20.918514499999976,,,1.5686575236219789,2.632522213603541,-0.5871291528850296,4.499377609130635,0.0,0.0,698,2014-10,1.064021622577752,0.0,0.0
2014-10-13 20:00:00+00:00,2014-10-13 13:31:00+00:00,2014-10-13 20:00:00+00:00,[],-0.05620818874381295,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 224.59}]",1.085683139129117,23691.0,1.085683139129117,22459.0,23691.0,22459.0,-1772.4854999999998,-1772.4854999999998,20686.5145,1,0,22459.0,0.0,22459.0,-1232.0,0.0,0.0,[],224.59,19.686514499999976,,,1.5475045814808914,2.594975906222266,-0.5871291528850296,4.499377609130635,0.0,0.0,699,2014-10,1.0639282285972016,0.0,0.0
2014-10-14 20:00:00+00:00,2014-10-14 13:31:00+00:00,2014-10-14 20:00:00+00:00,[],0.011940145837521454,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 227.06}]",1.0846721414122793,22459.0,1.0846721414122793,22706.0,22459.0,22706.0,-1772.4854999999998,-1772.4854999999998,20933.5145,1,0,22706.0,0.0,22706.0,247.0,0.0,0.0,[],227.06,19.93351449999998,,,1.5504362556083704,2.5999014073718074,-0.5871291528850296,4.499377609130635,0.0,0.0,700,2014-10,1.0631718694416163,0.0,0.0
2014-10-15 20:00:00+00:00,2014-10-15 13:31:00+00:00,2014-10-15 20:00:00+00:00,[],0.012611355823695991,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 229.70000000000002}]",1.0836176099796984,22706.0,1.0836176099796984,22970.0,22706.0,22970.0,-1772.4854999999998,-1772.4854999999998,21197.5145,1,0,22970.0,0.0,22970.0,264.0,0.0,0.0,[],229.70000000000002,20.19751449999998,,,1.5535897324274066,2.605202049529562,-0.5871291528850296,4.499377609130635,0.0,0.0,701,2014-10,1.0624184234421608,0.0,0.0
2014-10-16 20:00:00+00:00,2014-10-16 13:31:00+00:00,2014-10-16 20:00:00+00:00,[],-0.01580373963183279,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 226.35}]",1.084960300447005,22970.0,1.084960300447005,22635.0,22970.0,22635.0,-1772.4854999999998,-1772.4854999999998,20862.5145,1,0,22635.0,0.0,22635.0,-335.0,0.0,0.0,[],226.35,19.86251449999998,,,1.5470176328005338,2.5940950200043593,-0.5871291528850296,4.499377609130635,0.0,0.0,702,2014-10,1.0617448396496152,0.0,0.0
2014-10-17 20:00:00+00:00,2014-10-17 13:31:00+00:00,2014-10-17 20:00:00+00:00,[],0.005416413251624119,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 227.48000000000002}]",1.0845025994475606,22635.0,1.0845025994475606,22748.0,22635.0,22748.0,-1772.4854999999998,-1772.4854999999998,20975.5145,1,0,22748.0,0.0,22748.0,113.0,0.0,0.0,[],227.48000000000002,19.975514499999978,,,1.547748193868296,2.595317919410708,-0.5871291528850296,4.499377609130635,0.0,0.0,703,2014-10,1.0609885466245317,0.0,0.0
2014-10-20 20:00:00+00:00,2014-10-20 13:31:00+00:00,2014-10-20 20:00:00+00:00,[],0.014254715897433545,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 230.47}]",1.0833149682452212,22748.0,1.0833149682452212,23047.0,22748.0,23047.0,-1772.4854999999998,-1772.4854999999998,21274.5145,1,0,23047.0,0.0,23047.0,299.0,0.0,0.0,[],230.47,20.274514499999974,,,1.5514479797473602,2.6015440200623248,-0.5871291528850296,4.499377609130635,0.0,0.0,704,2014-10,1.060243771583178,0.0,0.0
2014-10-21 20:00:00+00:00,2014-10-21 13:31:00+00:00,2014-10-21 20:00:00+00:00,[],0.022891239186680457,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 235.34}]",1.081450466142878,23047.0,1.081450466142878,23534.0,23047.0,23534.0,-1772.4854999999998,-1772.4854999999998,21761.5145,1,0,23534.0,0.0,23534.0,487.0,0.0,0.0,[],235.34,20.761514499999976,,,1.5580053709101818,2.6126485198440155,-0.5871291528850296,4.499377609130635,0.0,0.0,705,2014-10,1.0595356592882736,0.0,0.0
2014-10-22 20:00:00+00:00,2014-10-22 13:31:00+00:00,2014-10-22 20:00:00+00:00,[],-0.019483938031978454,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 231.1}]",1.0830689769419957,23534.0,1.0830689769419957,23110.0,23534.0,23110.0,-1772.4854999999998,-1772.4854999999998,21337.5145,1,0,23110.0,0.0,23110.0,-424.0,0.0,0.0,[],231.1,20.337514499999976,,,1.5501673916771117,2.599341013816295,-0.5871291528850296,4.499377609130635,0.0,0.0,706,2014-10,1.0588981936570492,0.0,0.0
2014-10-23 20:00:00+00:00,2014-10-23 13:31:00+00:00,2014-10-23 20:00:00+00:00,[],0.01963677634524874,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 235.29}]",1.0814691847814133,23110.0,1.0814691847814133,23529.0,23110.0,23529.0,-1772.4854999999998,-1772.4854999999998,21756.5145,1,0,23529.0,0.0,23529.0,419.0,0.0,0.0,[],235.29,20.756514499999977,,,1.5556442371298858,2.608593544652321,-0.5871291528850296,4.499377609130635,0.0,0.0,707,2014-10,1.0581770045286385,0.0,0.0
2014-10-24 20:00:00+00:00,2014-10-24 13:31:00+00:00,2014-10-24 20:00:00+00:00,[],-0.00022981622355011666,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 235.24}]",1.08148791202562,23529.0,1.08148791202562,23524.0,23529.0,23524.0,-1772.4854999999998,-1772.4854999999998,21751.5145,1,0,23524.0,0.0,23524.0,-5.0,0.0,0.0,[],235.24,20.751514499999974,,,1.5544581154917678,2.6066208892502307,-0.5871291528850296,4.499377609130635,0.0,0.0,708,2014-10,1.0574360783708177,0.0,0.0
2014-10-27 20:00:00+00:00,2014-10-27 13:31:00+00:00,2014-10-27 20:00:00+00:00,[],-0.06238646049221086,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 221.67000000000002}]",1.0869099139378875,23524.0,1.0869099139378875,22167.0,23524.0,22167.0,-1772.4854999999998,-1772.4854999999998,20394.5145,1,0,22167.0,0.0,22167.0,-1357.0,0.0,0.0,[],221.67000000000002,19.394514499999975,,,1.5312218004821274,2.5651297467919325,-0.5871291528850296,4.499377609130635,0.0,0.0,709,2014-10,1.0574873410253898,0.0,0.0
2014-10-28 20:00:00+00:00,2014-10-28 13:31:00+00:00,2014-10-28 20:00:00+00:00,[],0.10345919242156998,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 242.77}]",1.0787613303099695,22167.0,1.0787613303099695,24277.0,22167.0,24277.0,-1772.4854999999998,-1772.4854999999998,22504.5145,1,0,24277.0,0.0,24277.0,2110.0,0.0,0.0,[],242.77,21.50451449999997,,,1.5625573288677257,2.6215347972767318,-0.5871291528850296,4.499377609130635,0.0,0.0,710,2014-10,1.0583213407214536,0.0,0.0
2014-10-29 20:00:00+00:00,2014-10-29 13:31:00+00:00,2014-10-29 20:00:00+00:00,[],-0.020751391904055505,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 238.1}]",1.0804303724905093,24277.0,1.0804303724905093,23810.0,24277.0,23810.0,-1772.4854999999998,-1772.4854999999998,22037.5145,1,0,23810.0,0.0,23810.0,-467.0,0.0,0.0,[],238.1,21.037514499999972,,,1.5543214156231524,2.607522153619078,-0.5871291528850296,4.499377609130635,0.0,0.0,711,2014-10,1.0577007851563898,0.0,0.0
2014-10-30 20:00:00+00:00,2014-10-30 13:31:00+00:00,2014-10-30 20:00:00+00:00,[],0.002541121413669467,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 238.66}]",1.0802265071951318,23810.0,1.0802265071951318,23866.0,23810.0,23866.0,-1772.4854999999998,-1772.4854999999998,22093.5145,1,0,23866.0,0.0,23866.0,56.0,0.0,0.0,[],238.66,21.093514499999973,,,1.554078065702578,2.6071178831095247,-0.5871291528850296,4.499377609130635,0.0,0.0,712,2014-10,1.0569593671258055,0.0,0.0
2014-10-31 20:00:00+00:00,2014-10-31 13:31:00+00:00,2014-10-31 20:00:00+00:00,[],0.013759694049581883,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 241.70000000000002}]",1.0791375980580344,23866.0,1.0791375980580344,24170.0,23866.0,24170.0,-1772.4854999999998,-1772.4854999999998,22397.5145,1,0,24170.0,0.0,24170.0,304.0,0.0,0.0,[],241.70000000000002,21.397514499999975,,,1.5575807931383516,2.613013178727144,-0.5871291528850296,4.499377609130635,0.0,0.0,713,2014-10,1.0562256331640036,0.0,0.0
2014-11-03 21:00:00+00:00,2014-11-03 14:31:00+00:00,2014-11-03 21:00:00+00:00,[],0.003973655201785942,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 242.59}]",1.0788243771616983,24170.0,1.0788243771616983,24259.0,24170.0,24259.0,-1772.4854999999998,-1772.4854999999998,22486.5145,1,0,24259.0,0.0,24259.0,89.0,0.0,0.0,[],242.59,21.486514499999977,,,1.5578183301316229,2.613411804690925,-0.5871291528850296,4.499377609130635,0.0,0.0,714,2014-11,1.0554857733121343,0.0,0.0
2014-11-04 21:00:00+00:00,2014-11-04 14:31:00+00:00,2014-11-04 21:00:00+00:00,[],-0.016276422030635285,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 238.93}]",1.0801285838084824,24259.0,1.0801285838084824,23893.0,24259.0,23893.0,-1772.4854999999998,-1772.4854999999998,22120.5145,1,0,23893.0,0.0,23893.0,-366.0,0.0,0.0,[],238.93,21.120514499999977,,,1.551163523916414,2.60215207052589,-0.5871291528850296,4.499377609130635,0.0,0.0,715,2014-11,1.054833237800092,0.0,0.0
2014-11-05 21:00:00+00:00,2014-11-05 14:31:00+00:00,2014-11-05 21:00:00+00:00,[],-0.03598469646806812,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 230.97}]",1.0831196180339768,23893.0,1.0831196180339768,23097.0,23893.0,23097.0,-1772.4854999999998,-1772.4854999999998,21324.5145,1,0,23097.0,0.0,23097.0,-796.0,0.0,0.0,[],230.97,20.324514499999978,,,1.5376270532421838,2.5786906441370117,-0.5871291528850296,4.499377609130635,0.0,0.0,716,2014-11,1.0543965210046617,0.0,0.0
2014-11-06 21:00:00+00:00,2014-11-06 14:31:00+00:00,2014-11-06 21:00:00+00:00,[],0.048066744966221764,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 241.22}]",1.0793075616922236,23097.0,1.0793075616922236,24122.0,23097.0,24122.0,-1772.4854999999998,-1772.4854999999998,22349.5145,1,0,24122.0,0.0,24122.0,1025.0,0.0,0.0,[],241.22,21.349514499999977,,,1.5521635122906043,2.6037806912211887,-0.5871291528850296,4.499377609130635,0.0,0.0,717,2014-11,1.053949001115028,0.0,0.0
2014-11-07 21:00:00+00:00,2014-11-07 14:31:00+00:00,2014-11-07 21:00:00+00:00,[],-0.004563857528090853,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 240.20000000000002}]",1.0796711695591883,24122.0,1.0796711695591883,24020.0,24122.0,24020.0,-1772.4854999999998,-1772.4854999999998,22247.5145,1,0,24020.0,0.0,24020.0,-102.0,0.0,0.0,[],240.20000000000002,21.247514499999976,,,1.5495329201523187,2.5993914580209667,-0.5871291528850296,4.499377609130635,0.0,0.0,718,2014-11,1.053234138260814,0.0,0.0
2014-11-10 21:00:00+00:00,2014-11-10 14:31:00+00:00,2014-11-10 21:00:00+00:00,[],0.007776149555942524,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 241.93}]",1.0790564150523843,24020.0,1.0790564150523843,24193.0,24020.0,24193.0,-1772.4854999999998,-1772.4854999999998,22420.5145,1,0,24193.0,0.0,24193.0,173.0,0.0,0.0,[],241.93,21.420514499999975,,,1.5510455597220862,2.6019271316133246,-0.5871291528850296,4.499377609130635,0.0,0.0,719,2014-11,1.0525007140808529,0.0,0.0
2014-11-11 21:00:00+00:00,2014-11-11 14:31:00+00:00,2014-11-11 21:00:00+00:00,[],0.04081083866295754,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 251.08}]",1.0759565639746234,24193.0,1.0759565639746234,25108.0,24193.0,25108.0,-1772.4854999999998,-1772.4854999999998,23335.5145,1,0,25108.0,0.0,25108.0,915.0,0.0,0.0,[],251.08,22.335514499999974,,,1.5632588303549104,2.6229016988724103,-0.5871291528850296,4.499377609130635,0.0,0.0,720,2014-11,1.051964647328234,0.0,0.0
2014-11-12 21:00:00+00:00,2014-11-12 14:31:00+00:00,2014-11-12 21:00:00+00:00,[],-0.008484921127408618,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 249.1}]",1.0766065646333791,25108.0,1.0766065646333791,24910.0,25108.0,24910.0,-1772.4854999999998,-1772.4854999999998,23137.5145,1,0,24910.0,0.0,24910.0,-198.0,0.0,0.0,[],249.1,22.137514499999973,,,1.5592992413222309,2.616264978941562,-0.5871291528850296,4.499377609130635,0.0,0.0,721,2014-11,1.0512713191758092,0.0,0.0
2014-11-13 21:00:00+00:00,2014-11-13 14:31:00+00:00,2014-11-13 21:00:00+00:00,[],0.011237162055587335,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 251.70000000000002}]",1.075755290161269,24910.0,1.075755290161269,25170.0,24910.0,25170.0,-1772.4854999999998,-1772.4854999999998,23397.5145,1,0,25170.0,0.0,25170.0,260.0,0.0,0.0,[],251.70000000000002,22.397514499999975,,,1.5619484052806125,2.6207166291915813,-0.5871291528850296,4.499377609130635,0.0,0.0,722,2014-11,1.050545749282353,0.0,0.0
2014-11-14 21:00:00+00:00,2014-11-14 14:31:00+00:00,2014-11-14 21:00:00+00:00,[],0.029832228547181705,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 258.68}]",1.073560807344454,25170.0,1.073560807344454,25868.0,25170.0,25868.0,-1772.4854999999998,-1772.4854999999998,24095.5145,1,0,25868.0,0.0,25868.0,698.0,0.0,0.0,[],258.68,23.09551449999997,,,1.5706388085221314,2.635521923324379,-0.5871291528850296,4.499377609130635,0.0,0.0,723,2014-11,1.0499082508183673,0.0,0.0
2014-11-17 21:00:00+00:00,2014-11-17 14:31:00+00:00,2014-11-17 21:00:00+00:00,[],-0.019505705097104253,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 253.98000000000002}]",1.0750242074093244,25868.0,1.0750242074093244,25398.0,25868.0,25398.0,-1772.4854999999998,-1772.4854999999998,23625.5145,1,0,25398.0,0.0,25398.0,-470.0,0.0,0.0,[],253.98000000000002,22.625514499999973,,,1.5629165541926697,2.6223987454088076,-0.5871291528850296,4.499377609130635,0.0,0.0,724,2014-11,1.0492944745150936,0.0,0.0
2014-11-18 21:00:00+00:00,2014-11-18 14:31:00+00:00,2014-11-18 21:00:00+00:00,[],0.015745688839919225,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 257.7}]",1.073861211751742,25398.0,1.073861211751742,25770.0,25398.0,25770.0,-1772.4854999999998,-1772.4854999999998,23997.5145,1,0,25770.0,0.0,25770.0,372.0,0.0,0.0,[],257.7,22.997514499999973,,,1.5670381371633402,2.6293472585126745,-0.5871291528850296,4.499377609130635,0.0,0.0,725,2014-11,1.0485837174903836,0.0,0.0
2014-11-19 21:00:00+00:00,2014-11-19 14:31:00+00:00,2014-11-19 21:00:00+00:00,[],-0.04150429828889157,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 247.74}]",1.0770595127551275,25770.0,1.0770595127551275,24774.0,25770.0,24774.0,-1772.4854999999998,-1772.4854999999998,23001.5145,1,0,24774.0,0.0,24774.0,-996.0,0.0,0.0,[],247.74,22.001514499999974,,,1.5516460302944122,2.6024729696859863,-0.5871291528850296,4.499377609130635,0.0,0.0,726,2014-11,1.0482422359384242,0.0,0.0
2014-11-20 21:00:00+00:00,2014-11-20 14:31:00+00:00,2014-11-20 21:00:00+00:00,[],0.004217113616583834,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 248.71}]",1.076735908709627,24774.0,1.076735908709627,24871.0,24774.0,24871.0,-1772.4854999999998,-1772.4854999999998,23098.5145,1,0,24871.0,0.0,24871.0,97.0,0.0,0.0,[],248.71,22.098514499999975,,,1.551974215654177,2.603023001794851,-0.5871291528850296,4.499377609130635,0.0,0.0,727,2014-11,1.047520885395667,0.0,0.0
2014-11-21 21:00:00+00:00,2014-11-21 14:31:00+00:00,2014-11-21 21:00:00+00:00,[],-0.025672646611105687,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 242.78}]",1.0787578306641246,24871.0,1.0787578306641246,24278.0,24871.0,24278.0,-1772.4854999999998,-1772.4854999999998,22505.5145,1,0,24278.0,0.0,24278.0,-593.0,0.0,0.0,[],242.78,21.505514499999975,,,1.5421686771986205,2.5862386791442824,-0.5871291528850296,4.499377609130635,0.0,0.0,728,2014-11,1.0469708039778127,0.0,0.0
2014-11-24 21:00:00+00:00,2014-11-24 14:31:00+00:00,2014-11-24 21:00:00+00:00,[],0.017506820383955235,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 246.72}]",1.0774027545431148,24278.0,1.0774027545431148,24672.0,24278.0,24672.0,-1772.4854999999998,-1772.4854999999998,22899.5145,1,0,24672.0,0.0,24672.0,394.0,0.0,0.0,[],246.72,21.899514499999974,,,1.5468661601553637,2.594164440319829,-0.5871291528850296,4.499377609130635,0.0,0.0,729,2014-11,1.0462718362034729,0.0,0.0
2014-11-25 21:00:00+00:00,2014-11-25 14:31:00+00:00,2014-11-25 21:00:00+00:00,[],0.0059826595887000344,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 248.09}]",1.0769424341516596,24672.0,1.0769424341516596,24809.0,24672.0,24809.0,-1772.4854999999998,-1772.4854999999998,23036.5145,1,0,24809.0,0.0,24809.0,137.0,0.0,0.0,[],248.09,22.036514499999974,,,1.5477829724515695,2.5956996130739642,-0.5871291528850296,4.499377609130635,0.0,0.0,730,2014-11,1.0455540142929558,0.0,0.0
2014-11-26 21:00:00+00:00,2014-11-26 14:31:00+00:00,2014-11-26 21:00:00+00:00,[],0.0015193270666011838,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 248.44}]",1.076825710769876,24809.0,1.076825710769876,24844.0,24809.0,24844.0,-1772.4854999999998,-1772.4854999999998,23071.5145,1,0,24844.0,0.0,24844.0,35.0,0.0,0.0,[],248.44,22.071514499999974,,,1.5472208010391433,2.594764238952675,-0.5871291528850296,4.499377609130635,0.0,0.0,731,2014-11,1.0448416008843127,0.0,0.0
2014-11-28 18:00:00+00:00,2014-11-28 14:31:00+00:00,2014-11-28 18:00:00+00:00,[],-0.01699064879334211,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 244.52}]",1.078153590986262,24844.0,1.078153590986262,24452.0,24844.0,24452.0,-1772.4854999999998,-1772.4854999999998,22679.5145,1,0,24452.0,0.0,24452.0,-392.0,0.0,0.0,[],244.52,21.679514499999975,,,1.5404297658309103,2.5832652345658906,-0.5871291528850296,4.499377609130635,0.0,0.0,732,2014-11,1.04421699954485,0.0,0.0
2014-12-01 21:00:00+00:00,2014-12-01 14:31:00+00:00,2014-12-01 21:00:00+00:00,[],-0.05679133916204426,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 231.64000000000001}]",1.0828592804871295,24452.0,1.0828592804871295,23164.0,24452.0,23164.0,-1772.4854999999998,-1772.4854999999998,21391.5145,1,0,23164.0,0.0,23164.0,-1288.0,0.0,0.0,[],231.64000000000001,20.391514499999975,,,1.5197124360218965,2.546481948121762,-0.5871291528850296,4.499377609130635,0.0,0.0,733,2014-12,1.0441607249564302,0.0,0.0
2014-12-02 21:00:00+00:00,2014-12-02 14:31:00+00:00,2014-12-02 21:00:00+00:00,[],-0.0009816976726917392,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 231.43}]",1.0829407031824152,23164.0,1.0829407031824152,23143.0,23164.0,23143.0,-1772.4854999999998,-1772.4854999999998,21370.5145,1,0,23143.0,0.0,23143.0,-21.0,0.0,0.0,[],231.43,20.370514499999974,,,1.5183425811385356,2.5442043704601622,-0.5871291528850296,4.499377609130635,0.0,0.0,734,2014-12,1.04345694599728,0.0,0.0
2014-12-03 21:00:00+00:00,2014-12-03 14:31:00+00:00,2014-12-03 21:00:00+00:00,[],-0.00996700383605631,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 229.3}]",1.0837756958644646,23143.0,1.0837756958644646,22930.0,23143.0,22930.0,-1772.4854999999998,-1772.4854999999998,21157.5145,1,0,22930.0,0.0,22930.0,-213.0,0.0,0.0,[],229.3,20.157514499999976,,,1.5139705186475088,2.5368700946135405,-0.5871291528850296,4.499377609130635,0.0,0.0,735,2014-12,1.0427893346785382,0.0,0.0
