,period_open,period_close,transactions,returns,positions,gross_leverage,starting_exposure,net_leverage,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,TSLA,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algo_volatility,benchmark_period_return,benchmark_volatility
2013-02-06 21:00:00+00:00,2013-02-06 14:31:00+00:00,2013-02-06 21:00:00+00:00,[],0.050967537844009314,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 39.17}]",1.8265206413852644,3813.0000000000005,1.8265206413852644,3917.0,3813.0000000000005,3917.0,-1772.4854999999998,-1772.4854999999998,2144.5145,1,0,3917.0,0.0,3917.0,103.99999999999955,0.0,0.0,[],39.17,1.1445145000000032,,,1.185183409246042,1.9285969265109044,-0.5871291528850296,4.499377609130635,0.0,0.0,275,2013-02,1.3806926501784558,0.0,0.0
2013-02-07 21:00:00+00:00,2013-02-07 14:31:00+00:00,2013-02-07 21:00:00+00:00,[],0.014455486311703902,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 39.480000000000004}]",1.8147431331760828,3917.0,1.8147431331760828,3948.0000000000005,3917.0,3948.0000000000005,-1772.4854999999998,-1772.4854999999998,2175.5145000000007,1,0,3948.0000000000005,0.0,3948.0000000000005,31.000000000000455,0.0,0.0,[],39.480000000000004,1.1755145000000038,,,1.1926007917878187,1.940683645250522,-0.5871291528850296,4.499377609130635,0.0,0.0,276,2013-02,1.3782010121865458,0.0,0.0
2013-02-08 21:00:00+00:00,2013-02-08 14:31:00+00:00,2013-02-08 21:00:00+00:00,[],-0.011031873150006755,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 39.24}]",1.8238315382025079,3948.0000000000005,1.8238315382025079,3924.0,3948.0000000000005,3924.0,-1772.4854999999998,-1772.4854999999998,2151.5145,1,0,3924.0,0.0,3924.0,-24.000000000000455,0.0,0.0,[],39.24,1.1515145000000033,,,1.183070988375902,1.9251569156751873,-0.5871291528850296,4.499377609130635,0.0,0.0,277,2013-02,1.3758038918764113,0.0,0.0
2013-02-11 21:00:00+00:00,2013-02-11 14:31:00+00:00,2013-02-11 21:00:00+00:00,[],-0.03811268759750408,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.42}]",1.8564740667436732,3924.0,1.8564740667436732,3842.0,3924.0,3842.0,-1772.4854999999998,-1772.4854999999998,2069.5145,1,0,3842.0,0.0,3842.0,-82.0,0.0,0.0,[],38.42,1.069514500000003,,,1.155240809721658,1.8790191347301404,-0.5871291528850296,4.499377609130635,0.0,0.0,278,2013-02,1.3739737411642408,0.0,0.0
2013-02-12 21:00:00+00:00,2013-02-12 14:31:00+00:00,2013-02-12 21:00:00+00:00,[],-0.025609871300732556,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 37.89}]",1.878984753147076,3842.0,1.878984753147076,3789.0,3842.0,3789.0,-1772.4854999999998,-1772.4854999999998,2016.5145000000002,1,0,3789.0,0.0,3789.0,-53.0,0.0,0.0,[],37.89,1.016514500000003,,,1.1360325855986673,1.8474468478631787,-0.5871291528850296,4.499377609130635,0.0,0.0,279,2013-02,1.3718355605866686,0.0,0.0
2013-02-13 21:00:00+00:00,2013-02-13 14:31:00+00:00,2013-02-13 21:00:00+00:00,[],0.02777069046614855,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.45}]",1.8552343059602232,3789.0,1.8552343059602232,3845.0000000000005,3789.0,3845.0000000000005,-1772.4854999999998,-1772.4854999999998,2072.5145000000007,1,0,3845.0000000000005,0.0,3845.0000000000005,56.000000000000455,0.0,0.0,[],38.45,1.0725145000000036,,,1.1521324468206664,1.8738263413216765,-0.5871291528850296,4.499377609130635,0.0,0.0,280,2013-02,1.3695279845534123,0.0,0.0
2013-02-14 21:00:00+00:00,2013-02-14 14:31:00+00:00,2013-02-14 21:00:00+00:00,[],-0.007237585068765595,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.300000000000004}]",1.86146926303557,3845.0000000000005,1.86146926303557,3830.0000000000005,3845.0000000000005,3830.0000000000005,-1772.4854999999998,-1772.4854999999998,2057.5145000000007,1,0,3830.0000000000005,0.0,3830.0000000000005,-15.0,0.0,0.0,[],38.300000000000004,1.0575145000000035,,,1.1452900094936418,1.8627054450778056,-0.5871291528850296,4.499377609130635,0.0,0.0,281,2013-02,1.367139978777835,0.0,0.0
2013-02-15 21:00:00+00:00,2013-02-15 14:31:00+00:00,2013-02-15 21:00:00+00:00,[],-0.061238936590726545,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 37.04}]",1.9176661630031768,3830.0000000000005,1.9176661630031768,3704.0,3830.0000000000005,3704.0,-1772.4854999999998,-1772.4854999999998,1931.5145000000002,1,0,3704.0,0.0,3704.0,-126.00000000000045,0.0,0.0,[],37.04,0.9315145000000029,,,1.101962996645439,1.7899273198300505,-0.5871291528850296,4.499377609130635,0.0,0.0,282,2013-02,1.3661939880278648,0.0,0.0
2013-02-19 21:00:00+00:00,2013-02-19 14:31:00+00:00,2013-02-19 21:00:00+00:00,[],0.11597117184468453,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 39.28}]",1.8223027495291726,3704.0,1.8223027495291726,3928.0,3704.0,3928.0,-1772.4854999999998,-1772.4854999999998,2155.5145,1,0,3928.0,0.0,3928.0,224.0,0.0,0.0,[],39.28,1.1555145000000033,,,1.172352711081114,1.9097574943440976,-0.5871291528850296,4.499377609130635,0.0,0.0,283,2013-02,1.367713872036553,0.0,0.0
2013-02-20 21:00:00+00:00,2013-02-20 14:31:00+00:00,2013-02-20 21:00:00+00:00,[],-0.03433055078033587,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.54}]",1.851536465395749,3928.0,1.851536465395749,3854.0,3928.0,3854.0,-1772.4854999999998,-1772.4854999999998,2081.5145,1,0,3854.0,0.0,3854.0,-74.0,0.0,0.0,[],38.54,1.081514500000003,,,1.1475301095549661,1.86865605907601,-0.5871291528850296,4.499377609130635,0.0,0.0,284,2013-02,1.3658332856105966,0.0,0.0
2013-02-21 21:00:00+00:00,2013-02-21 14:31:00+00:00,2013-02-21 21:00:00+00:00,[],-0.16238176577679353,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 35.160000000000004}]",2.0166164376608275,3854.0,2.0166164376608275,3516.0000000000005,3854.0,3516.0000000000005,-1772.4854999999998,-1772.4854999999998,1743.5145000000007,1,0,3516.0000000000005,0.0,3516.0000000000005,-337.99999999999955,0.0,0.0,[],35.160000000000004,0.743514500000003,,,1.033252334811611,1.6664069909852914,-0.5871291528850296,4.499377609130635,0.0,0.0,285,2013-02,1.372613141132605,0.0,0.0
2013-02-22 21:00:00+00:00,2013-02-22 14:31:00+00:00,2013-02-22 21:00:00+00:00,[],0.05448764549993679,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 36.11}]",1.9640856789543948,3516.0000000000005,1.9640856789543948,3611.0,3516.0000000000005,3611.0,-1772.4854999999998,-1772.4854999999998,1838.5145000000002,1,0,3611.0,0.0,3611.0,94.99999999999955,0.0,0.0,[],36.11,0.8385145000000027,,,1.0658924555907134,1.7200004071082344,-0.5871291528850296,4.499377609130635,0.0,0.0,286,2013-02,1.3709702909636494,0.0,0.0
2013-02-25 21:00:00+00:00,2013-02-25 14:31:00+00:00,2013-02-25 21:00:00+00:00,[],-0.09409770768737458,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 34.38}]",2.064227000125186,3611.0,2.064227000125186,3438.0000000000005,3611.0,3438.0000000000005,-1772.4854999999998,-1772.4854999999998,1665.5145000000007,1,0,3438.0000000000005,0.0,3438.0000000000005,-172.99999999999955,0.0,0.0,[],34.38,0.6655145000000029,,,1.0013296164863112,1.6109001470854039,-0.5871291528850296,4.499377609130635,0.0,0.0,287,2013-02,1.371768924280878,0.0,0.0
2013-02-26 21:00:00+00:00,2013-02-26 14:31:00+00:00,2013-02-26 21:00:00+00:00,[],0.0030020753346786666,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 34.43}]",2.0610416730893384,3438.0000000000005,2.0610416730893384,3443.0,3438.0000000000005,3443.0,-1772.4854999999998,-1772.4854999999998,1670.5145000000002,1,0,3443.0,0.0,3443.0,4.999999999999545,0.0,0.0,[],34.43,0.6705145000000026,,,1.0015126082972428,1.611187010771409,-0.5871291528850296,4.499377609130635,0.0,0.0,288,2013-02,1.3693789132485712,0.0,0.0
2013-02-27 21:00:00+00:00,2013-02-27 14:31:00+00:00,2013-02-27 21:00:00+00:00,[],0.04010740403630142,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 35.1}]",2.020127026278054,3443.0,2.020127026278054,3510.0,3443.0,3510.0,-1772.4854999999998,-1772.4854999999998,1737.5145000000002,1,0,3510.0,0.0,3510.0,67.0,0.0,0.0,[],35.1,0.7375145000000027,,,1.0250804959639779,1.649554274671508,-0.5871291528850296,4.499377609130635,0.0,0.0,289,2013-02,1.3673826554776847,0.0,0.0
2013-02-28 21:00:00+00:00,2013-02-28 14:31:00+00:00,2013-02-28 21:00:00+00:00,[],-0.015539438663677352,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 34.83}]",2.0362294502618945,3510.0,2.0362294502618945,3483.0,3510.0,3483.0,-1772.4854999999998,-1772.4854999999998,1710.5145000000002,1,0,3483.0,0.0,3483.0,-27.0,0.0,0.0,[],34.83,0.7105145000000026,,,1.0133201333199109,1.6305513694702471,-0.5871291528850296,4.499377609130635,0.0,0.0,290,2013-02,1.3651566161955426,0.0,0.0
2013-03-01 21:00:00+00:00,2013-03-01 14:31:00+00:00,2013-03-01 21:00:00+00:00,[],-0.010523149613756555,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 34.65}]",2.0472498167667097,3483.0,2.0472498167667097,3465.0,3483.0,3465.0,-1772.4854999999998,-1772.4854999999998,1692.5145000000002,1,0,3465.0,0.0,3465.0,-18.0,0.0,0.0,[],34.65,0.6925145000000026,,,1.0048366451783155,1.616879397840003,-0.5871291528850296,4.499377609130635,0.0,0.0,291,2013-03,1.362882327438749,0.0,0.0
2013-03-04 21:00:00+00:00,2013-03-04 14:31:00+00:00,2013-03-04 21:00:00+00:00,[],0.054947830579885615,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 35.58}]",1.9927029436053303,3465.0,1.9927029436053303,3558.0,3465.0,3558.0,-1772.4854999999998,-1772.4854999999998,1785.5145000000002,1,0,3558.0,0.0,3558.0,93.0,0.0,0.0,[],35.58,0.7855145000000026,,,1.0373821745565084,1.670192135064957,-0.5871291528850296,4.499377609130635,0.0,0.0,292,2013-03,1.3613159074827832,0.0,0.0
2013-03-05 21:00:00+00:00,2013-03-05 14:31:00+00:00,2013-03-05 21:00:00+00:00,[],0.0599267045997105,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 36.65}]",1.9365769720654713,3558.0,1.9365769720654713,3665.0,3558.0,3665.0,-1772.4854999999998,-1772.4854999999998,1892.5145000000002,1,0,3665.0,0.0,3665.0,107.0,0.0,0.0,[],36.65,0.8925145000000025,,,1.072805755309423,1.7284006152375524,-0.5871291528850296,4.499377609130635,0.0,0.0,293,2013-03,1.359916363108435,0.0,0.0
2013-03-06 21:00:00+00:00,2013-03-06 14:31:00+00:00,2013-03-06 21:00:00+00:00,[],0.0549533438185017,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 37.69}]",1.8877899459282663,3665.0,1.8877899459282663,3769.0,3665.0,3769.0,-1772.4854999999998,-1772.4854999999998,1996.5145000000002,1,0,3769.0,0.0,3769.0,104.0,0.0,0.0,[],37.69,0.9965145000000024,,,1.1050608600435365,1.7813569168944066,-0.5871291528850296,4.499377609130635,0.0,0.0,294,2013-03,1.3583565284142305,0.0,0.0
2013-03-07 21:00:00+00:00,2013-03-07 14:31:00+00:00,2013-03-07 21:00:00+00:00,[],0.027047136396955995,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.230000000000004}]",1.8644101273119498,3769.0,1.8644101273119498,3823.0000000000005,3769.0,3823.0000000000005,-1772.4854999999998,-1772.4854999999998,2050.5145000000007,1,0,3823.0000000000005,0.0,3823.0000000000005,54.000000000000455,0.0,0.0,[],38.230000000000004,1.050514500000003,,,1.1201152309289575,1.8058006442021135,-0.5871291528850296,4.499377609130635,0.0,0.0,295,2013-03,1.3561845268841692,0.0,0.0
2013-03-08 21:00:00+00:00,2013-03-08 14:31:00+00:00,2013-03-08 21:00:00+00:00,[],0.011704379559373868,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.47}]",1.8544097908209365,3823.0000000000005,1.8544097908209365,3847.0,3823.0000000000005,3847.0,-1772.4854999999998,-1772.4854999999998,2074.5145,1,0,3847.0,0.0,3847.0,23.999999999999545,0.0,0.0,[],38.47,1.0745145000000025,,,1.1255795119740621,1.8146130701551328,-0.5871291528850296,4.499377609130635,0.0,0.0,296,2013-03,1.3538940880510208,0.0,0.0
2013-03-11 20:00:00+00:00,2013-03-11 13:31:00+00:00,2013-03-11 20:00:00+00:00,[],0.0303685512923626,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 39.1}]",1.8292273572881024,3847.0,1.8292273572881024,3910.0,3847.0,3910.0,-1772.4854999999998,-1772.4854999999998,2137.5145,1,0,3910.0,0.0,3910.0,63.0,0.0,0.0,[],39.1,1.1375145000000026,,,1.142596654372046,1.8422899165601092,-0.5871291528850296,4.499377609130635,0.0,0.0,297,2013-03,1.351790825033691,0.0,0.0
2013-03-12 20:00:00+00:00,2013-03-12 13:31:00+00:00,2013-03-12 20:00:00+00:00,[],0.000935666167410476,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 39.12}]",1.8284522025908214,3910.0,1.8284522025908214,3911.9999999999995,3910.0,3911.9999999999995,-1772.4854999999998,-1772.4854999999998,2139.5144999999998,1,0,3911.9999999999995,0.0,3911.9999999999995,1.9999999999995453,0.0,0.0,[],39.12,1.139514500000002,,,1.1412635650371687,1.8401415742168514,-0.5871291528850296,4.499377609130635,0.0,0.0,298,2013-03,1.3495216148534985,0.0,0.0
2013-03-13 20:00:00+00:00,2013-03-13 13:31:00+00:00,2013-03-13 20:00:00+00:00,[],-0.006543540602318321,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.980000000000004}]",1.8339089194639695,3911.9999999999995,1.8339089194639695,3898.0000000000005,3911.9999999999995,3898.0000000000005,-1772.4854999999998,-1772.4854999999998,2125.5145000000007,1,0,3898.0000000000005,0.0,3898.0000000000005,-13.99999999999909,0.0,0.0,[],38.980000000000004,1.125514500000003,,,1.1352242283408702,1.830414364564194,-0.5871291528850296,4.499377609130635,0.0,0.0,299,2013-03,1.3473055080190457,0.0,0.0
2013-03-14 20:00:00+00:00,2013-03-14 13:31:00+00:00,2013-03-14 20:00:00+00:00,[],-0.10021103125854958,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 36.85}]",1.9267827773331911,3898.0000000000005,1.9267827773331911,3685.0,3898.0000000000005,3685.0,-1772.4854999999998,-1772.4854999999998,1912.5145000000002,1,0,3685.0,0.0,3685.0,-213.00000000000045,0.0,0.0,[],36.85,0.9125145000000023,,,1.0679571546566489,1.7160844662944243,-0.5871291528850296,4.499377609130635,0.0,0.0,300,2013-03,1.3485730867488874,0.0,0.0
2013-03-15 20:00:00+00:00,2013-03-15 13:31:00+00:00,2013-03-15 20:00:00+00:00,[],-0.08156800902685968,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 35.29}]",2.0090924384626483,3685.0,2.0090924384626483,3529.0,3685.0,3529.0,-1772.4854999999998,-1772.4854999999998,1756.5145000000002,1,0,3529.0,0.0,3529.0,-156.0,0.0,0.0,[],35.29,0.7565145000000022,,,1.0136827295891446,1.6252904732011952,-0.5871291528850296,4.499377609130635,0.0,0.0,301,2013-03,1.3486902384812758,0.0,0.0
2013-03-18 20:00:00+00:00,2013-03-18 13:31:00+00:00,2013-03-18 20:00:00+00:00,[],-0.00797032987772095,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 35.15}]",2.017199856873501,3529.0,2.017199856873501,3515.0,3529.0,3515.0,-1772.4854999999998,-1772.4854999999998,1742.5145000000002,1,0,3515.0,0.0,3515.0,-14.0,0.0,0.0,[],35.15,0.7425145000000022,,,1.007027586056139,1.6146170172347523,-0.5871291528850296,4.499377609130635,0.0,0.0,302,2013-03,1.3465036264705659,0.0,0.0
2013-03-19 20:00:00+00:00,2013-03-19 13:31:00+00:00,2013-03-19 20:00:00+00:00,[],-0.004017183214257369,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 35.08}]",2.0213026166015897,3515.0,2.0213026166015897,3508.0,3515.0,3508.0,-1772.4854999999998,-1772.4854999999998,1735.5145000000002,1,0,3508.0,0.0,3508.0,-7.0,0.0,0.0,[],35.08,0.7355145000000021,,,1.0028642031134254,1.6079501749006588,-0.5871291528850296,4.499377609130635,0.0,0.0,303,2013-03,1.344299788983819,0.0,0.0
2013-03-20 20:00:00+00:00,2013-03-20 13:31:00+00:00,2013-03-20 20:00:00+00:00,[],0.05012922680853449,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 35.95}]",1.9725494639411643,3508.0,1.9725494639411643,3595.0000000000005,3508.0,3595.0000000000005,-1772.4854999999998,-1772.4854999999998,1822.5145000000007,1,0,3595.0000000000005,0.0,3595.0000000000005,87.00000000000045,0.0,0.0,[],35.95,0.8225145000000025,,,1.0317056691795259,1.6549474559784603,-0.5871291528850296,4.499377609130635,0.0,0.0,304,2013-03,1.3426987601740894,0.0,0.0
2013-03-21 20:00:00+00:00,2013-03-21 13:31:00+00:00,2013-03-21 20:00:00+00:00,[],0.0032921548772311127,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 36.01}]",1.9693581866591703,3595.0000000000005,1.9693581866591703,3601.0,3595.0000000000005,3601.0,-1772.4854999999998,-1772.4854999999998,1828.5145000000002,1,0,3601.0,0.0,3601.0,5.999999999999545,0.0,0.0,[],36.01,0.8285145000000018,,,1.0320465462605808,1.6554871466961554,-0.5871291528850296,4.499377609130635,0.0,0.0,305,2013-03,1.340490053273396,0.0,0.0
2013-03-22 20:00:00+00:00,2013-03-22 13:31:00+00:00,2013-03-22 20:00:00+00:00,[],0.03336041360350128,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 36.62}]",1.9380639841610108,3601.0,1.9380639841610108,3661.9999999999995,3601.0,3661.9999999999995,-1772.4854999999998,-1772.4854999999998,1889.5144999999998,1,0,3661.9999999999995,0.0,3661.9999999999995,60.999999999999545,0.0,0.0,[],36.62,0.8895145000000013,,,1.0507053679477407,1.685709322783482,-0.5871291528850296,4.499377609130635,0.0,0.0,306,2013-03,1.3385296983835393,0.0,0.0
2013-03-25 20:00:00+00:00,2013-03-25 13:31:00+00:00,2013-03-25 20:00:00+00:00,[],0.04816051954086653,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 37.53}]",1.8949621424129939,3661.9999999999995,1.8949621424129939,3753.0,3661.9999999999995,3753.0,-1772.4854999999998,-1772.4854999999998,1980.5145000000002,1,0,3753.0,0.0,3753.0,91.00000000000045,0.0,0.0,[],37.53,0.980514500000002,,,1.078131771559516,1.7304224803958013,-0.5871291528850296,4.499377609130635,0.0,0.0,307,2013-03,1.3368974759007761,0.0,0.0
2013-03-26 20:00:00+00:00,2013-03-26 13:31:00+00:00,2013-03-26 20:00:00+00:00,[],0.016662336983647386,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 37.86}]",1.8802943807953703,3753.0,1.8802943807953703,3786.0,3753.0,3786.0,-1772.4854999999998,-1772.4854999999998,2013.5145000000002,1,0,3786.0,0.0,3786.0,33.0,0.0,0.0,[],37.86,1.013514500000002,,,1.0865699738306704,1.7440046606467245,-0.5871291528850296,4.499377609130635,0.0,0.0,308,2013-03,1.3347550429832244,0.0,0.0
2013-03-27 20:00:00+00:00,2013-03-27 13:31:00+00:00,2013-03-27 20:00:00+00:00,[],0.014899321559393108,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 38.160000000000004}]",1.867371139279902,3786.0,1.867371139279902,3816.0000000000005,3786.0,3816.0000000000005,-1772.4854999999998,-1772.4854999999998,2043.5145000000007,1,0,3816.0000000000005,0.0,3816.0000000000005,30.000000000000455,0.0,0.0,[],38.160000000000004,1.0435145000000028,,,1.093913344555505,1.755815632050198,-0.5871291528850296,4.499377609130635,0.0,0.0,309,2013-03,1.332612056989901,0.0,0.0
2013-03-28 20:00:00+00:00,2013-03-28 13:31:00+00:00,2013-03-28 20:00:00+00:00,[],-0.01321253164584868,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 37.89}]",1.878984753147076,3816.0000000000005,1.878984753147076,3789.0,3816.0000000000005,3789.0,-1772.4854999999998,-1772.4854999999998,2016.5145000000002,1,0,3789.0,0.0,3789.0,-27.000000000000455,0.0,0.0,[],37.89,1.0165145000000022,,,1.0839906209940537,1.739844295364284,-0.5871291528850296,4.499377609130635,0.0,0.0,310,2013-03,1.330564228416982,0.0,0.0
2013-04-01 20:00:00+00:00,2013-04-01 13:31:00+00:00,2013-04-01 20:00:00+00:00,[],0.2995267328848863,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 43.93}]",1.676388358087696,3789.0,1.676388358087696,4393.0,3789.0,4393.0,-1772.4854999999998,-1772.4854999999998,2620.5145,1,0,4393.0,0.0,4393.0,604.0,0.0,0.0,[],43.93,1.6205145000000027,,,1.2406061989743313,2.0302854691236294,-0.5871291528850296,4.499377609130635,0.0,0.0,311,2013-04,1.3544868604447873,0.0,0.0
2013-04-02 20:00:00+00:00,2013-04-02 13:31:00+00:00,2013-04-02 20:00:00+00:00,[],0.015645782536215735,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 44.34}]",1.6659687557591738,4393.0,1.6659687557591738,4434.0,4393.0,4434.0,-1772.4854999999998,-1772.4854999999998,2661.5145,1,0,4434.0,0.0,4434.0,41.0,0.0,0.0,[],44.34,1.6615145000000031,,,1.2479453962201634,2.04232205484412,-0.5871291528850296,4.499377609130635,0.0,0.0,312,2013-04,1.3523315443988875,0.0,0.0
2013-04-03 20:00:00+00:00,2013-04-03 13:31:00+00:00,2013-04-03 20:00:00+00:00,[],-0.1217352000148787,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 41.1}]",1.7582778630891913,4434.0,1.7582778630891913,4110.0,4434.0,4110.0,-1772.4854999999998,-1772.4854999999998,2337.5145,1,0,4110.0,0.0,4110.0,-324.0,0.0,0.0,[],41.1,1.3375145000000028,,,1.1691142976415418,1.9036454895431627,-0.5871291528850296,4.499377609130635,0.0,0.0,313,2013-04,1.35507167395901,0.0,0.0
2013-04-04 20:00:00+00:00,2013-04-04 13:31:00+00:00,2013-04-04 20:00:00+00:00,[],0.038930239791025834,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 42.01}]",1.7298640794609212,4110.0,1.7298640794609212,4201.0,4110.0,4201.0,-1772.4854999999998,-1772.4854999999998,2428.5145,1,0,4201.0,0.0,4201.0,91.0,0.0,0.0,[],42.01,1.4285145000000026,,,1.1900726795948702,1.9382143538884276,-0.5871291528850296,4.499377609130635,0.0,0.0,314,2013-04,1.3532213141015055,0.0,0.0
2013-04-05 20:00:00+00:00,2013-04-05 13:31:00+00:00,2013-04-05 20:00:00+00:00,[],-0.026353558934896215,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 41.37}]",1.7496192135848605,4201.0,1.7496192135848605,4137.0,4201.0,4137.0,-1772.4854999999998,-1772.4854999999998,2364.5145,1,0,4137.0,0.0,4137.0,-64.0,0.0,0.0,[],41.37,1.3645145000000025,,,1.1723081818969954,1.9089505642629918,-0.5871291528850296,4.499377609130635,0.0,0.0,315,2013-04,1.3513821800766854,0.0,0.0
2013-04-08 20:00:00+00:00,2013-04-08 13:31:00+00:00,2013-04-08 20:00:00+00:00,[],0.019454310810950837,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 41.83}]",1.7353141829265077,4137.0,1.7353141829265077,4183.0,4137.0,4183.0,-1772.4854999999998,-1772.4854999999998,2410.5145,1,0,4183.0,0.0,4183.0,46.0,0.0,0.0,[],41.83,1.4105145000000028,,,1.1819113171816762,1.9246514051593633,-0.5871291528850296,4.499377609130635,0.0,0.0,316,2013-04,1.3492866633334086,0.0,0.0
2013-04-09 20:00:00+00:00,2013-04-09 13:31:00+00:00,2013-04-09 20:00:00+00:00,[],-0.055174942942678995,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 40.5}]",1.7782543206640395,4183.0,1.7782543206640395,4050.0,4183.0,4050.0,-1772.4854999999998,-1772.4854999999998,2277.5145,1,0,4050.0,0.0,4050.0,-133.0,0.0,0.0,[],40.5,1.2775145000000023,,,1.1465433473717654,1.865299173630199,-0.5871291528850296,4.499377609130635,0.0,0.0,317,2013-04,1.3482656330208422,0.0,0.0
